Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
03 April 2020, 1.0785, 117.10, 1.9558, 27.539, 7.4689, 0.87850, 365.15, 4.5765, 4.8307, 10.9520, 1.0547, 155.70, 11.2628, 7.6300, 82.8075, 7.2296, 1.8004, 5.6893, 1.5299, 7.6476, 8.3625, 17918.68, 3.9267, 82.2160, 1332.82, 26.5470, 4.7006, 1.8423, 54.805, 1.5489, 35.601, 20.2642, 
